TR_SNP	TR_DEL	TR_INS	NON_TR_SNP	NON_TR_DEL	NON_TR_INS
HG02974	142819	121704	67459	4080788	183919	162321
HG02976	137162	120370	66256	4082566	184796	162105
HG02977	139695	121642	66477	4079648	184623	162205
HG02979	136712	117530	66286	4067298	183698	161491
HG02981	138400	118648	66931	4095547	185019	162656
HG02982	138800	119168	66856	4071653	183889	161545
HG02983	136527	117520	66470	4038116	181905	160331
HG03006	119291	113755	64956	3440271	154848	138756
HG03007	119282	113415	64639	3411103	153929	137749
HG03009	115212	113019	63652	3414424	153253	137975
HG03012	115875	112816	63814	3426471	153604	138392
HG03015	113170	109878	63794	3384419	152244	136683
HG03016	117452	111120	64028	3410200	153502	137586
HG03018	113414	111176	63425	3398255	153019	137006
HG03019	112289	110411	63079	3370997	151244	136308
HG03021	113084	111454	63876	3395465	152397	137022
HG03022	108704	107872	62178	3303542	148285	134061
HG03024	135631	119366	65619	4052722	183056	161318
HG03025	137582	120232	65781	4084441	184425	161803
HG03027	141867	122067	67723	4075776	184359	162159
HG03028	144136	122750	67814	4102337	185283	163042
HG03039	143783	122306	67593	4091305	185539	162535
HG03040	141304	121473	67667	4076583	184534	162007
HG03045	140860	120912	67393	4059013	183998	161352
HG03046	140679	121337	67359	4054640	183545	161710
HG03048	142974	122266	67960	4074295	184433	161865
HG03049	141521	121868	67318	4065823	184613	161497
HG03052	144451	122675	67792	4142385	187641	164687
HG03054	140402	119434	66980	4120514	186256	163649
HG03055	139754	121717	66238	4135032	186553	163674
HG03057	142468	121941	67591	4117582	186431	163493
HG03058	143585	123207	67854	4129190	187323	163721
HG03060	140204	119255	66815	4126525	186199	163644
HG03061	135109	118853	65644	4087177	184665	162613
HG03063	140023	120338	67261	4115243	186734	163529
HG03064	138722	118751	66470	4108359	185552	163008
HG03066	139991	122024	66744	4138425	186880	164082
HG03069	137547	120427	65883	4126888	186519	163306
HG03072	137985	120894	66199	4133137	186590	163730
HG03073	139893	119394	67185	4110414	185630	162944
HG03074	139500	119457	66888	4111037	186118	163210
HG03077	139441	119415	67125	4125842	185516	163302
HG03078	143817	122307	67725	4127755	187334	164066
HG03079	139356	119017	66859	4111729	185560	163577
HG03081	139008	121538	66014	4121902	186555	163407
HG03082	140100	120300	67064	4111572	186017	163497
HG03084	143622	122140	67765	4126267	186479	164065
HG03085	144003	122295	67951	4134146	187672	164559
HG03086	139139	119254	66824	4110235	185615	163131
HG03088	135919	120161	66435	4072058	184006	161946
HG03091	138192	118699	66843	4116195	185710	162817
HG03095	141119	120257	67403	4124540	186501	163201
HG03096	144145	122553	68050	4144040	188020	164703
HG03097	145102	123049	68370	4135883	188122	164648
HG03099	142356	122244	67670	4086384	185156	162313
HG03100	142185	121792	67504	4071657	184441	162033
HG03103	137351	118070	66345	4041264	182969	160160
HG03105	138690	118690	66635	4086018	184269	161980
HG03108	141265	121724	67859	4095872	186057	163043
HG03109	142109	122125	67839	4087622	185408	162604
HG03111	137404	118408	66445	4069219	183692	161864
HG03112	139759	119268	67221	4077283	184332	161910
HG03114	141316	120825	67381	4071977	185050	162043
HG03115	142306	122530	67565	4084260	185302	162113
HG03117	139721	121727	66224	4098367	185108	162871
HG03118	136978	120113	66114	4068429	183941	161392
HG03120	142752	122037	67543	4096487	186042	163252
HG03121	141382	121444	67161	4077819	185049	162139
HG03123	143635	122615	68035	4104394	186142	163139
HG03124	143100	121987	67585	4092409	185618	163034
HG03126	137477	118432	67016	4083546	184546	162435
HG03127	140391	119324	66895	4091236	184990	162428
HG03129	137350	119949	65570	4053028	183068	161091
HG03130	134774	118977	65543	4059690	182903	161516
HG03132	142014	121709	67595	4080501	184535	162246
HG03133	143032	122438	67662	4077178	184951	162021
HG03135	142556	121841	67479	4082059	185580	162467
HG03136	142526	121654	67352	4082046	184975	162336
HG03139	137488	118338	66645	4074400	183894	161605
HG03157	137489	118385	66848	4073194	184020	161319
HG03159	136625	119843	66170	4085536	184607	161782
HG03160	135339	118877	65648	4069085	183135	161733
HG03162	137486	120369	66045	4071179	183605	161562
HG03163	135774	119535	65480	4041678	182749	160599
HG03166	138534	118248	67012	4070288	184199	161915
HG03168	138683	121407	65802	4067145	184020	161611
HG03169	135210	118433	65637	4049919	182981	160304
HG03171	138095	121241	65785	4073364	184437	161517
HG03172	137959	120554	65978	4077298	184114	161716
HG03175	139054	119424	66947	4093839	184966	162251
HG03189	137811	118799	66662	4086556	184519	162205
HG03190	137011	118093	66214	4051152	182949	161042
HG03193	137808	118663	66888	4096408	184703	162397
HG03195	138083	120890	66013	4086631	184673	161841
HG03196	138423	121377	65982	4075211	183595	162298
HG03198	136756	120176	65824	4073580	183833	161724
HG03199	133875	118254	65360	4057984	182987	161490
HG03202	139095	118588	66580	4081752	184548	162596
HG03209	137095	119839	66081	4113840	185651	162894
HG03212	139163	121505	65975	4108476	185349	162740
HG03224	139432	119436	66780	4120059	185744	163461
HG03225	137544	118253	66822	4109590	185460	163616
HG03228	117826	111677	63970	3377921	151853	136669
HG03229	116557	111193	63704	3366639	151506	135868
HG03234	116548	113658	63521	3405665	152894	137147
HG03235	115607	113227	63463	3410523	153531	137328
HG03237	116213	110549	63293	3373247	151875	136692
HG03238	117393	110964	64282	3399340	153425	137382
HG03240	137331	120140	66013	4064068	183510	161633
HG03241	138831	121302	66189	4104235	185449	163035
HG03246	136118	120523	65726	4060774	184259	161916
HG03247	135758	120034	65941	4070609	183822	161895
HG03258	140707	121691	67042	4062584	183588	161800
HG03259	135568	116980	65203	3889241	175336	155732
HG03265	137738	118895	67145	4066298	183359	161438
HG03267	138183	120766	66066	4092218	184788	161726
HG03268	136480	120372	65968	4067084	184106	161421
HG03270	136475	120191	65951	4084867	184485	162388
HG03271	136783	120161	65933	4072477	184051	161690
HG03279	137956	120552	66161	4087850	184891	162408
HG03280	137758	121201	65958	4095349	184765	162299
HG03291	135544	119577	65818	4071890	184519	161869
HG03294	134862	119448	65603	4055263	183098	160827
HG03295	138597	121181	66040	4080106	183893	162135
HG03297	138280	118337	66798	4078223	184674	162369
HG03298	139241	118689	66838	4083778	185079	162688
HG03300	135371	119705	65691	4057315	183704	161342
HG03301	138554	121188	66260	4084288	184368	162105
HG03303	138424	118330	66657	4066999	184280	161206
HG03304	139307	119202	66957	4078810	184725	162082
HG03311	133212	117505	65910	4051743	182442	160935
HG03313	133517	118080	65975	4050536	182832	160827
HG03342	138786	121216	66216	4086977	185361	161959
HG03343	134501	118960	65326	4055353	183144	161420
HG03351	135291	118312	66001	4064790	183546	161483
HG03352	133812	118529	66122	4071022	184041	161408
HG03354	137407	118333	66579	4076538	184142	162139
HG03363	132945	117198	66133	4052953	182586	160987
HG03366	134914	119260	65545	4080726	184173	162152
HG03367	137467	120659	65995	4092961	184834	162370
HG03369	137261	120214	66051	4072763	183814	161273
HG03370	138290	121129	66020	4075574	183365	162032
HG03372	134341	118241	66075	4064928	183754	161423
HG03376	135990	119734	65746	4092824	185060	162425
HG03378	140891	119654	66859	4130015	186629	163752
HG03380	137005	120356	66089	4114051	185827	163720
HG03382	139661	119501	66985	4122351	186223	163209
HG03385	136405	119992	65858	4090106	184811	162608
HG03388	139512	122060	66802	4124478	186693	163941
HG03391	142526	123665	66646	4129813	187549	163901
HG03393	135376	119262	66269	4095784	184118	162211
HG03394	135927	118914	66716	4118026	185901	163300
HG03397	144226	122536	67998	4126639	186867	163801
HG03398	128415	115104	65689	4014979	179696	160146
HG03401	139537	121578	66293	4117202	185629	163144
HG03410	137182	120558	65757	4103700	186148	162980
HG03419	137311	120625	66029	4116943	185764	163488
HG03428	138889	121738	66549	4113080	185693	163240
HG03431	135834	119499	65748	4105761	184980	163129
HG03432	134513	118324	66204	4102018	184709	162855
HG03433	139940	121981	66659	4110876	186012	163203
HG03436	134598	118879	65686	4104253	184377	162722
HG03437	137153	120635	65798	4099788	184526	162666
HG03439	139080	121538	66323	4111801	185544	163305
HG03442	138688	121724	66430	4112850	186748	163754
HG03445	140093	122112	66248	4139879	187456	164144
HG03446	139165	121368	65826	4100003	185363	162659
HG03449	134895	119109	65694	4101731	185592	162732
HG03451	143940	122530	68032	4126853	187208	164182
HG03452	144354	122486	67910	4124368	187327	163706
HG03455	138147	120998	65979	4121686	186064	163399
HG03457	135613	118895	66723	4103899	184389	162706
HG03458	139493	121924	66231	4132555	187164	163575
HG03460	139355	121272	66514	4123774	186191	162878
HG03461	138950	121567	65958	4114982	185697	162988
HG03462	134704	118523	66148	4111174	185498	163065
HG03464	143341	122541	67906	4135100	187423	164596
HG03469	140595	120724	67030	4138008	187048	164541
HG03470	140028	122534	66192	4140093	187338	163886
HG03472	142569	122403	67326	4110512	186676	163458
HG03473	138114	121127	66161	4120480	185673	163279
HG03476	139731	122136	66295	4130439	187269	164196
HG03478	137328	121398	65756	4118877	186142	163505
HG03479	138962	122108	66115	4117640	186841	163635
HG03484	138239	121383	65969	4128758	187650	163585
HG03485	139257	121311	65939	4126438	186490	163548
HG03488	115731	113476	63360	3408174	153238	137578
HG03490	115024	112070	62652	3350975	150559	135832
HG03491	114470	112362	63520	3419413	153568	138154
HG03499	137365	119694	66742	4077609	184579	161903
HG03511	138310	120420	66407	4080888	184748	162352
HG03514	138137	120741	66348	4087814	184095	161913
HG03515	137433	120689	66099	4077458	184446	161843
HG03517	137635	119426	66417	4075955	184228	162120
HG03518	139596	120843	67306	4101167	185444	163001
HG03520	143223	120675	66385	4090647	185385	162295
HG03521	139671	119598	65921	4062755	183372	161147
HG03538	134768	119437	65576	4048757	183179	161074
HG03539	135519	120399	65911	4041157	182843	160902
HG03547	138480	121121	66049	4131491	186499	163584
HG03548	138081	120617	65897	4133546	186573	163718
HG03549	139305	120638	67083	4127485	186744	163945
HG03556	137178	120508	65947	4110534	185085	162995
HG03557	137855	121062	65906	4102295	184717	162821
HG03558	139960	120824	67314	4136498	187331	164193
HG03559	139681	121598	66037	4122923	186226	163715
HG03563	140196	121697	65992	4117863	185674	163111
HG03565	136830	120584	65951	4112623	185273	163282
HG03567	139811	120760	67056	4140726	186880	163998
HG03571	136580	120003	65707	4099343	184670	162713
HG03572	136925	120050	65803	4117473	185887	162656
HG03575	135922	119184	65595	4105973	185413	162960
HG03577	139241	121095	65919	4117484	185931	163212
HG03578	133753	118070	65667	4095602	184281	162495
HG03583	138411	120963	65994	4126390	186628	163447
HG03585	116442	113632	63862	3413595	153963	137832
HG03589	114976	112589	63488	3398132	152651	136913
HG03593	114742	112965	63402	3411245	153259	137942
HG03594	118288	115266	64170	3415600	154284	138163
HG03595	118926	114965	64141	3422292	154182	137904
HG03598	115686	113200	63430	3421175	153580	138012
HG03600	118204	111394	64548	3413580	153522	137622
HG03603	116452	111159	64449	3418094	152877	137610
HG03604	115520	111025	63965	3413325	153750	138206
HG03607	119301	115024	64216	3425623	154138	137759
HG03611	118666	111944	64521	3423179	154013	137900
HG03615	119240	113483	64631	3404134	153192	137229
HG03616	124622	115529	65803	3443761	155609	139117
HG03619	118356	112079	64192	3365658	151332	136362
HG03624	115304	111851	63634	3398023	152459	136972
HG03625	113485	109948	62452	3291593	148236	133136
HG03629	119965	112423	63738	3416330	154075	137936
HG03631	120353	112078	63771	3409493	153402	137449
HG03634	117068	111483	64177	3407884	153326	137287
HG03636	112907	111403	63631	3387429	151918	136630
HG03640	116594	112310	63954	3401992	153259	137570
HG03642	121671	114843	65181	3433310	154957	138882
HG03643	120775	114047	64742	3410255	153947	137693
HG03644	122269	115554	65470	3446092	157127	140305
HG03645	114708	112418	63436	3400747	152421	137103
HG03646	115215	112943	63390	3398056	152915	137217
HG03649	117885	112948	64403	3428495	153702	137873
HG03652	116441	112536	64000	3414792	153851	137873
HG03653	117271	112574	64365	3426173	154632	138200
HG03660	120186	111998	63544	3396668	153032	137640
HG03663	121646	112425	63929	3401097	153322	137526
HG03667	116850	110464	63473	3391094	152481	136777
HG03668	117455	111446	64494	3423494	153277	137844
HG03672	114485	112351	63230	3373734	150790	136469
HG03673	121076	114096	64838	3421235	153765	138359
HG03679	121408	114040	64419	3406824	154024	137415
HG03680	120318	114309	64646	3416583	154336	137802
HG03681	120346	113916	64741	3398676	153420	137076
HG03684	122632	114937	65277	3425951	154642	138386
HG03685	119719	114119	64557	3417116	153912	138299
HG03686	114390	112230	63427	3401458	152736	136984
HG03687	116116	113026	63014	3375040	151695	136193
HG03689	115759	112883	63075	3383128	152235	136860
HG03690	111651	110038	61933	3310964	148512	134220
HG03691	113788	112324	63466	3393769	152555	136807
HG03692	120741	114155	64595	3394400	153776	137208
HG03693	120533	114296	65049	3427110	154674	138133
HG03694	115779	113338	63386	3418458	153432	138332
HG03695	114542	112063	62946	3373452	151825	135903
HG03696	111394	109181	60762	3253604	145537	131467
HG03697	117339	114036	63553	3417010	153613	137931
HG03698	114806	112325	63563	3406535	153039	137690
HG03702	118188	111918	64619	3422420	153736	137994
HG03703	117340	112323	64536	3409143	153224	137404
HG03705	112666	111178	63630	3402455	152654	136946
HG03706	112539	110985	63360	3399391	152608	136802
HG03708	116545	112057	64413	3400542	153542	137628
HG03709	118164	111651	64504	3419389	154021	138110
HG03711	114214	112042	62829	3368434	151256	136085
HG03713	121542	114583	64878	3424965	154589	138422
HG03714	119537	113786	64968	3427050	154513	138477
HG03716	120836	114631	65129	3426642	155000	138785
HG03717	119374	113403	64380	3402705	153352	137744
HG03718	113237	111673	62804	3381781	151907	136842
HG03720	115302	112868	63259	3399875	152685	137036
HG03722	120445	113677	64144	3360919	151801	135906
HG03727	123750	115319	65340	3415392	154124	138298
HG03729	119804	113907	64782	3421538	154193	138385
HG03730	118923	113298	64542	3413936	153672	137829
HG03731	119950	114038	64772	3414048	153908	137951
HG03733	113588	111400	62520	3348822	150347	135439
HG03736	116020	112937	63509	3407113	152939	137478
HG03738	114657	112319	62851	3354689	150706	135256
HG03740	118152	111851	63590	3335230	150636	135046
HG03741	120991	113491	64618	3372019	152366	136537
HG03742	117613	114156	63589	3410398	153655	137507
HG03743	119971	113419	64691	3396117	153246	137413
HG03744	116717	113950	63857	3425582	153577	138317
HG03745	114355	111767	63290	3380392	151761	136553
HG03746	122056	114734	65145	3419668	154529	138296
HG03750	117476	112685	64360	3392615	153142	137262
HG03752	114742	111980	62721	3349965	150495	135263
HG03753	116770	113470	63703	3424855	154454	138300
HG03754	122841	115226	65077	3421084	155130	138301
HG03755	118884	114716	63872	3418425	154167	138109
HG03756	119587	113010	64552	3374215	152484	136407
HG03757	122161	115329	65242	3446652	155288	139278
HG03760	117149	113633	63688	3417882	153952	138007
HG03762	112731	111352	63766	3407364	153291	137375
HG03765	112264	111284	63879	3399029	152673	137261
HG03767	112182	110658	63354	3366052	151205	135993
HG03770	121013	113860	64691	3404478	154019	137753
HG03771	121473	114646	64972	3435669	154480	138689
HG03772	118529	113180	64387	3383912	152474	136729
HG03773	118969	113269	64198	3369450	151934	136668
HG03774	112060	110621	63631	3390695	151943	136811
HG03775	120929	114114	64692	3403693	153492	137929
HG03777	114992	112786	63432	3396873	152520	137100
HG03778	115112	110653	63860	3393190	151668	136851
HG03779	118320	114902	64123	3424377	154132	137794
HG03780	115017	112479	63191	3407471	153233	137275
HG03781	120960	114405	64949	3435202	155196	139123
HG03782	115590	113047	63554	3423267	153992	137716
HG03784	118442	113402	64252	3383855	152504	136608
HG03785	114625	112237	62936	3378110	151769	136326
HG03786	119924	113420	64287	3381648	152732	136524
HG03787	121209	114425	64914	3425267	154270	138752
HG03788	121294	113951	64879	3401189	153610	137747
HG03789	119996	114237	64957	3418300	154386	138215
HG03790	114851	112647	63305	3391165	152226	137035
HG03792	114011	111765	62879	3376793	151795	136051
HG03793	118410	113674	64935	3413803	153792	137784
HG03796	122649	115848	65966	3455021	156254	139824
HG03800	119902	114581	65168	3439650	155239	138797
HG03802	119945	113932	64930	3417137	154364	138102
HG03803	120413	113602	64991	3423921	154596	138455
HG03805	111988	111452	63333	3394180	152114	137405
HG03808	115675	113533	63777	3405362	153586	137828
HG03809	115331	112979	64125	3409215	153399	137466
HG03812	115317	112968	63361	3400476	153138	137348
HG03814	119290	115631	63767	3404746	153699	137211
HG03815	118890	113940	64953	3416163	154097	138076
HG03817	113541	112084	62847	3375769	151970	136503
HG03821	112007	110923	63871	3402624	152819	137038
HG03823	116538	113793	63802	3414137	153441	137486
HG03824	118677	115119	63851	3415376	153722	137900
HG03826	118001	114596	63933	3417620	153938	138401
HG03829	117648	113874	63397	3385624	152393	136815
HG03830	117269	113918	63641	3413137	153925	137842
HG03832	115887	113655	63792	3416773	153910	138269
HG03833	113765	111602	63543	3398571	153195	137659
HG03836	114951	112555	62780	3363714	151405	136209
HG03837	111532	109696	61235	3277416	146694	132808
HG03838	121668	113773	64973	3400836	153522	137525
HG03844	119534	113559	64278	3390609	153035	137238
HG03846	114994	113291	63209	3401814	153234	137847
HG03848	114982	113471	63597	3415138	154036	137356
HG03849	121394	114412	64753	3421944	154762	138414
HG03850	114079	111759	63555	3388923	152526	137073
HG03851	114701	112655	63201	3410003	153654	137517
HG03854	115519	110090	63407	3365033	151110	136435
HG03856	114299	112703	62929	3388285	152654	136375
HG03857	119578	112749	64564	3416006	153696	137547
HG03858	117762	112022	63544	3352547	151138	135758
HG03861	117567	113564	63332	3391742	152305	137055
HG03862	117449	111426	63012	3307576	149027	134170
HG03863	115988	113286	63507	3416656	153846	137898
HG03864	121771	114797	64781	3410857	154089	137915
HG03866	113683	111557	63671	3397197	152582	137128
HG03867	114179	112134	62655	3367475	151547	136337
HG03868	118990	111859	63421	3393825	152303	136810
HG03869	120360	113733	65003	3421372	153909	138166
HG03870	114070	112001	63228	3406804	152855	137521
HG03871	119912	112494	63725	3401990	153151	137428
HG03872	115040	112787	63032	3411887	153269	137566
HG03873	117626	114135	63591	3420074	153910	137751
HG03874	121757	114255	65069	3430467	154727	138681
HG03875	114678	109310	63057	3349178	150782	135658
HG03882	120272	113940	65053	3414100	154407	137979
HG03884	118640	112867	64231	3377466	152586	136755
HG03885	118324	113229	64397	3413985	153762	138184
HG03886	119380	113747	64534	3423018	154515	138143
HG03887	117913	113609	64713	3410069	154160	137712
HG03888	119511	113625	64665	3417433	154579	138031
HG03890	116978	114554	63651	3422935	154853	138129
HG03894	114269	111157	62829	3390031	151910	136716
HG03895	113413	111691	62371	3353554	150927	135615
HG03896	119155	112477	63462	3332024	150425	134871
HG03897	115513	112741	63240	3403387	152744	137143
HG03898	120000	113033	63840	3371426	151561	136348
HG03899	117709	111213	63707	3372660	151694	136146
HG03900	119616	113252	64185	3376833	152331	136505
HG03902	115610	112849	63732	3420304	153816	138072
HG03905	115892	113352	63519	3411585	153174	137694
HG03907	117953	114611	63548	3406829	154100	137741
HG03908	119405	115668	63960	3436787	155072	138224
HG03910	113363	112359	62929	3374324	151657	136667
HG03911	115808	113159	63538	3411184	153096	137367
HG03913	115458	112802	63783	3396697	152632	136863
HG03914	116003	113602	63865	3408596	153306	137825
HG03916	113848	111855	63264	3398456	152620	136943
HG03917	115789	111240	64358	3416228	153667	138108
HG03919	114719	112700	63288	3410690	153280	137584
HG03920	115843	111235	64087	3408447	153005	137510
HG03922	120130	112826	64064	3426078	154320	138210
HG03925	117786	114506	63764	3420026	154517	138347
HG03926	115352	113119	63910	3413359	153407	137717
HG03928	117242	113878	63854	3418434	154121	137903
HG03931	116331	113464	63729	3413575	153689	137442
HG03934	116034	113996	63901	3424220	153795	138097
HG03937	114628	112291	63162	3391051	152374	137160
HG03940	117838	113945	64059	3427673	153934	138505
HG03941	118278	114393	63868	3415427	153768	137915
HG03943	120932	114318	65276	3415775	154165	137855
HG03944	114143	111980	62886	3377974	152398	136579
HG03945	116095	110995	63901	3391103	152257	136839
HG03947	115028	112809	63706	3415789	153400	137827
HG03949	114889	111824	63173	3377552	151906	136497
HG03950	120287	114289	64797	3422471	154431	138341
HG03951	118098	112005	64812	3426666	154211	138709
HG03953	114816	112521	62980	3407930	153073	137317
HG03955	113248	109137	62978	3349756	149899	135457
HG03960	114552	112484	63149	3402483	152390	137471
HG03963	116328	113697	63591	3414157	153669	137825
HG03965	117736	111379	64314	3416891	153758	137976
HG03967	115834	110790	63534	3362315	150733	135878
HG03968	114463	112739	63319	3399608	152685	137032
HG03969	113126	110963	63688	3406299	152583	137098
HG03971	115532	112744	63873	3423640	153712	138090
HG03973	114164	112065	63363	3384682	152321	137006
HG03974	118831	114519	63922	3421455	154616	138057
HG03976	117518	113928	64339	3417880	153650	138162
HG03977	115458	113064	63531	3415766	153550	137761
HG03978	120499	114334	64909	3419983	154675	138358
HG03985	111515	110101	63359	3380067	151396	136321
HG03986	119896	114191	64684	3427087	154313	138395
HG03989	111643	110727	63271	3376231	151369	136204
HG03990	112224	111005	63596	3393032	152197	136828
HG03991	112589	111079	63343	3384164	151532	136718
HG03995	117029	111380	64348	3406787	152941	137478
HG03998	112972	111422	63820	3417952	153246	137725
HG03999	114663	112372	63460	3409073	153204	137119
HG04001	109969	109560	63418	3375557	151727	136350
HG04002	114924	112360	63553	3405356	153119	137382
HG04003	115610	112125	63928	3410679	153391	137185
HG04006	120638	114086	65296	3434053	154780	138548
HG04014	115126	112258	63331	3400882	153196	137397
HG04015	115230	112716	63009	3405067	153040	137451
HG04017	115056	112306	63427	3398529	152621	137034
HG04018	115172	112400	63224	3398584	152894	137418
HG04019	114755	112532	63119	3400210	153118	136959
HG04020	113789	111888	63000	3385123	151715	137233
HG04022	115794	113110	63338	3403382	153001	137208
HG04023	111686	110002	63299	3359958	150773	135721
HG04025	113256	111246	62703	3360464	150571	135323
HG04026	115428	111842	62906	3352124	150554	135323
HG04029	113308	111267	63151	3360087	150886	136189
HG04033	115750	112686	63483	3408790	153292	137735
HG04035	115292	112052	63032	3394306	152958	137345
HG04038	111675	110544	63421	3385391	152047	137067
HG04039	113292	111826	63799	3415941	152958	138092
HG04042	112930	111432	63170	3393091	152058	137069
HG04047	113563	111724	64015	3413179	153214	137667
HG04054	111254	109997	63240	3379070	151999	136241
HG04056	110348	109266	62158	3306030	148730	133767
HG04059	113293	111498	63804	3400930	153037	137482
HG04060	114156	111902	64079	3406448	152741	137872
HG04061	111634	110996	63734	3399941	152898	137628
HG04062	113076	111641	64019	3422555	153803	138131
HG04063	114061	112282	63008	3386274	152467	136976
HG04070	110218	106830	61112	3226116	145107	131234
HG04075	117120	112121	64178	3378994	151560	136309
HG04076	113035	110957	63607	3398927	152882	137418
HG04080	113261	111597	64111	3413503	153649	137428
HG04090	112591	110990	63339	3384592	151840	136874
HG04093	114211	112436	62805	3382707	151371	136622
HG04094	112092	110699	63899	3401943	152540	137560
HG04096	114550	109586	62848	3331061	149346	134444
HG04098	116961	111870	64548	3411562	153687	137532
HG04099	113814	111319	63278	3399190	152750	137375
HG04100	118502	112478	64485	3431105	154636	138278
HG04106	117390	111409	63012	3366363	152102	135971
HG04107	117773	111823	63340	3398709	152358	137365
HG04118	115037	113143	63434	3415175	153802	137785
HG04131	112281	110892	63708	3414122	153186	137625
HG04134	112070	110342	63692	3399870	152926	137115
HG04140	112626	110762	63726	3390957	151993	136661
HG04141	112538	111420	64134	3402117	152654	137031
HG04144	118456	112251	64573	3409552	153999	138291
HG04146	115696	113353	63294	3408310	153144	137663
HG04152	117986	112136	64221	3387124	152455	136608
HG04153	117757	111694	64408	3420899	153760	138280
HG04155	117363	114303	63952	3412836	153886	137966
HG04156	115032	112376	63462	3399163	152355	137032
HG04158	110297	109625	63843	3390889	152450	137257
HG04159	115085	112646	63553	3407596	153636	137330
HG04161	118681	111510	64400	3406466	152636	136950
HG04162	117935	112246	64752	3434621	154106	138774
HG04164	119050	112388	64664	3437894	154879	138712
HG04171	118744	112116	64836	3439285	154591	138890
HG04173	113742	111611	64116	3419467	153786	137695
HG04176	118393	112086	64420	3433827	154214	138208
HG04177	117790	111735	64378	3416357	154208	137587
HG04180	123500	114319	64341	3428242	154688	138717
HG04182	112829	110637	63676	3395702	152140	137103
HG04183	111860	111079	63469	3389592	152156	136873
HG04185	111812	110641	63707	3404155	152608	137137
HG04186	114584	112709	63460	3401715	153133	137316
HG04188	117231	111375	64443	3415607	153272	138182
HG04189	116899	111462	64668	3427466	154001	138237
HG04194	119086	111928	64459	3423682	153673	137886
HG04195	116529	111641	64536	3423309	153774	138419
HG04198	118398	111961	64162	3417860	153682	137959
HG04200	118235	111268	64108	3398960	152546	137276
HG04202	117441	110997	64092	3405424	152868	137340
HG04206	118349	112331	64400	3401239	153226	137409
HG04209	116205	109955	63451	3354524	150690	135349
HG04210	118924	112123	64209	3415455	153494	137601
HG04211	111446	107319	61644	3251668	146407	132278
HG04212	116029	110174	63583	3374829	151828	135778
HG04214	117153	111776	63971	3409544	153036	137548
HG04216	118594	113000	64780	3418187	153727	138079
HG04219	116002	111405	64568	3428631	153848	138010
HG04222	119187	112568	64509	3427374	154252	138165
HG04225	118767	113213	64580	3418919	154423	138144
HG04227	118918	112111	64575	3421482	154231	137440
HG04229	118846	113100	64420	3417218	153699	138023
HG04235	117950	111873	64156	3415915	153696	137355
HG04238	117757	112118	64392	3417927	153472	138018
HG04239	118644	112489	64406	3419861	153892	138128
HG04301	109021	108139	62179	3302534	148053	133623
HG04302	107390	106767	61379	3253853	144895	131068
HG04303	109415	108455	62483	3314608	148602	134311
NA06984	116440	109350	62401	3314735	149058	134307
NA06985	120263	115216	63161	3343857	150669	135287
NA06986	119900	112390	63896	3326692	150281	134449
NA06989	115197	109993	62428	3313213	149426	134154
NA06994	117192	114152	63059	3324022	150368	134526
NA07000	119558	113994	63043	3329329	150190	134455
NA07037	121305	111298	63013	3340315	150761	135340
NA07048	115324	110758	62717	3328899	150028	134708
NA07051	112314	110064	61977	3289399	149631	132838
NA07056	115156	112580	62823	3324499	149669	135045
NA07347	121272	113296	64085	3352692	152268	135749
NA07357	116005	113254	62965	3319660	149894	134426
NA10847	122841	111827	62744	3321711	150080	134216
NA10851	116101	112561	62777	3319095	149504	134142
NA11829	119197	112417	63520	3331011	150697	134657
NA11830	110726	108388	62339	3307877	150390	133509
NA11831	114218	112366	62826	3304641	149945	133725
NA11832	118232	114561	63114	3334596	152792	135054
NA11840	119380	112439	63137	3322906	150115	134376
NA11843	117031	109883	63046	3333638	149916	134701
NA11881	117066	112714	62520	3324147	149883	134457
NA11892	119347	114016	63104	3342322	151150	135312
NA11893	117417	113809	63305	3326148	150230	134492
NA11894	116798	113319	63192	3333473	150592	135047
NA11918	117356	111104	63618	3325038	150042	134512
NA11919	120874	113518	64187	3349234	151529	135692
NA11920	119445	112272	63690	3344436	151261	135281
NA11930	120268	110855	63406	3349339	150539	135242
NA11931	116377	113161	63156	3317160	148943	134394
NA11932	118523	110482	63430	3338986	150414	134770
NA11933	118691	110403	63368	3332602	149729	135120
NA11992	119092	114245	63336	3349235	151961	135679
NA11994	122032	113453	63150	3337938	151258	135003
NA11995	115155	111641	62682	3304158	148582	133762
NA12003	116681	112664	62874	3312112	150240	134159
NA12004	119340	115351	62980	3346028	151729	134871
NA12005	118550	113426	63293	3313572	150134	133865
NA12006	119681	115946	63378	3333412	151463	135084
NA12043	114867	112458	62752	3306962	148821	133750
NA12044	120628	116885	63622	3327199	151339	134871
NA12045	119464	113128	63821	3341368	151117	135435
NA12046	119167	109915	63136	3335092	150003	134391
NA12058	117872	110136	62708	3326326	149647	133956
NA12144	118284	114018	62446	3325197	150444	134155
NA12154	118020	114741	63209	3343541	151934	134977
NA12155	119828	114865	63362	3327344	150699	134837
NA12156	114751	112674	62928	3332504	150702	134884
NA12234	117671	109005	62926	3316288	148969	133923
NA12249	111763	108365	62462	3289998	147331	133158
NA12272	115296	109375	62423	3307985	148663	133877
NA12273	119913	112680	62963	3363186	151266	135357
NA12275	115714	112122	62578	3325603	150241	134362
NA12282	119503	110501	63252	3338396	150825	135006
